timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-15T12:40:56,codecarbon,81fa3651-6dec-40f7-8db8-f36a99c09960,187.57688665390012,3.2657712615348955e-05,1.741030742002132e-07,47.5,70.2925416780317,11.715703010559082,0.0024747486245301,0.0106527921333388,0.000610241711164,0.0137377824690329,Canada,CAN,quebec,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.17,3.8.18,2.3.1,16,Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz,1,1 x NVIDIA GeForce RTX 4090,-73.6141,45.4724,31.24187469482422,machine,N,1.0
2023-11-15T12:46:37,codecarbon,9a3a97ad-3f64-4c9d-a69e-f1bcba05f346,259.511771440506,3.1023894992642454e-05,1.1954715896097529e-07,47.5,68.7218312366665,11.715703010559082,0.0034238934669229715,0.008782278414706468,0.0008443294125343782,0.013050501294163817,Canada,CAN,quebec,,,Linux-6.2.0-36-generic-x86_64-with-glibc2.17,3.8.18,2.3.1,16,Intel(R) Core(TM) i9-9900K CPU @ 3.60GHz,1,1 x NVIDIA GeForce RTX 4090,-73.6141,45.4724,31.24187469482422,machine,N,1.0
